fecha_publicacion,contenido,respuestas,retweets,likes,guardados,vistas,engagement_rate,total_interactions,likes_ratio,retweets_ratio,log_vistas,log_total_interactions,cluster_kmeans_elbow,cluster_kmeans_silhouette,cluster_dbscan
2025-06-19 00:00:00,🐶 Este año nos volvemos a sumar a la #Patatón2025 Un evento que abre puertas y corazones para que más perritos encuentren un hogar lleno de amor. Los esperamos: 📅 Fecha: Sábado 28 y domingo 29 ⏰ Hora: 10:00 a.m. 📍 Circuito Mágico del Agua – Puerta 4 ¡INGRESO LIBRE!,0,1,1,0,82,0.024390243902439025,2,0.5,0.5,4.418840607796598,1.0986122886681098,2,2,0
2025-07-04 00:00:00,"¿Te dicen “NOOOO” cada vez que pides el carro?​ Es momento de manejar el tuyo, con nuestro Préstamo Vehicular BanBif, tener tu auto es más fácil de lo que crees.​ ​ Más info aquí: banbif.com.pe/Personas/Prest….​ #AutoPropioYa #BanBif #PréstamoVehicular",0,0,0,0,46,0.0,0,0.0,0.0,3.8501476017100584,0.0,0,0,0
2025-06-07 00:00:00,🫵🏻 ¡Tienes más potencial del que crees!​​ 🌟 Con tu Tarjeta de Crédito Clásica accede a beneficios reales.​ ​ 📍Más información aquí: banbif.com.pe/Personas/Tarje…​ ​ #Banco #BanBif #TarjetaCréditoClásica,1,0,0,0,60,0.016666666666666666,1,0.0,0.0,4.110873864173311,0.6931471805599453,2,2,0
2025-06-26 00:00:00,"Danitza trasladó su CTS a BanBif…y ahora no solo duerme tranquila, también tiene narrador que lo confirma. 😌🎙️ Porque cuando sabes qué es tu CTS y dónde tenerla, vives con más tranquilidad. banbif.com.pe/Personas/Cuent…",0,1,2,0,77,0.03896103896103896,3,0.6666666666666666,0.3333333333333333,4.356708826689592,1.3862943611198906,2,3,0
2025-06-05 00:00:00,"🧚🏻‍♀️Es hora de convertirte en la Premi-hada.​ 💳Abre tu Cuenta Ahorro Genial de BanBif y podrías participar todos los meses por S/ 50,000.​ ✨Ahorra fácil y con un premio que parece de cuento.​ ​ Más información: banbif.com.pe/Personas/Cuent…​ #Banco #BanBif #CuentaAhorroGenial #Hadas",0,0,1,0,66,0.015151515151515152,1,1.0,0.0,4.204692619390966,0.6931471805599453,2,2,0
2025-06-16 00:00:00,"😉 A veces solo necesitas un antojo, y los descuentos del ClubHOLA, para alegrarte el día.​ 📍Más información aquí: clubhola.pe​ #BanBif #Banco #ClubHOLA",0,1,0,0,61,0.01639344262295082,1,0.0,1.0,4.127134385045092,0.6931471805599453,2,2,0
2025-07-01 00:00:00,"Hay cosas que no funcionan solas... Pero en tus finanzas si, con tu dúo genial 💪💰👉 Cuenta Ahorro Genial + Cuenta Ahorro Digital de BanBif. Una te da chance de ganar S/50,000, la otra te paga más por ahorrar. Más info: banbif.com.pe/duo-genial",0,0,0,0,51,0.0,0,0.0,0.0,3.9512437185814275,0.0,0,0,0
2025-07-01 00:00:00,🔒 Recuerda: protege tus datos.​ 👀 Lo que compartes en redes puede poner en riesgo tu seguridad financiera.​ ¡Que no te sorprendan!​ #BanBif #Banco #NoMásFraudes,0,0,1,0,49,0.02040816326530612,1,1.0,0.0,3.912023005428146,0.6931471805599453,2,2,0
2025-06-26 00:00:00,"☁️ Todo gran sueño empieza con el simple hábito de ahorrar.​ Con tu Cuenta Ahorro Digital, cada sol cuenta: sin monto mínimo, sin mantenimiento y una TREA promocional de 4% en soles.​ ​ 📍 Más información: banbif.com.pe/Personas/Cuent…​ #BanBif #Banco #CuentaAhorroDigital",0,0,0,0,168,0.0,0,0.0,0.0,5.1298987149230735,0.0,1,1,0
2025-06-12 00:00:00,"¡No necesitas ahorrar millones, solo necesitas empezar!​ 🎯Con tu Cuenta Ahorro Digital consigues lo que te emociona, sin mantenimiento y sin monto mínimo de apertura.​ ​ 📍Conoce más información: banbif.com.pe/Personas/Cuent…​ ​ #Banco #BanBif #CuentaAhorroDigital",1,0,0,0,193,0.0051813471502590676,1,0.0,0.0,5.267858159063328,0.6931471805599453,1,1,0
2025-06-13 00:00:00,"Esta vez, quisimos escuchar a nuestros papis en BanBif. Ellos nos recordaron que ser papá es dejar huella todos los días: en casa, en el trabajo y en cada momento compartido. 👔 ¡Gracias por estar siempre presentes y por enseñar con amor y compromiso! #BanBif",0,0,0,0,57,0.0,0,0.0,0.0,4.060443010546419,0.0,0,0,0
2025-06-24 00:00:00,"🩵Pequeños aprendizajes que transforman futuros.​ ​ ☝️🥸 Con Enseña Perú, llevamos educación financiera a los niños de Ica.​ ​ #BanBif #Banco #Voluntariado #EnseñaPeru",0,0,0,0,52,0.0,0,0.0,0.0,3.970291913552122,0.0,0,0,0
2025-06-28 00:00:00,"🏠 Acciones que transforman vida.​​ 36 voluntarios construyeron 05 nuevas viviendas junto a @Techo y Asociación IF, en la comunidad 17 de Marzo, San Juan de Miraflores. ​ 🩵 Gracias por ser parte de la experiencia que suma futuro.​​ #BanBif #Banco #Techo #AsociaciónIF #Volunta",0,0,0,0,79,0.0,0,0.0,0.0,4.382026634673881,0.0,0,0,0
